Transaction_ID,Transaction_Date,Store_ID,Store_Name,Region,State,City,Customer_ID,Customer_Type,Product_ID,Product_Name,Category,Sub_Category,Unit_Cost,Unit_Price,Quantity,Promotion,Discount,Revenue,Cost,Profit,Payment_Mode,Return_Flag
TRX082863,2023-01-01 00:00:00,ST009,Mountain View,West,Colorado,Denver,C2099,Regular,PRD02,Basic Laptop 13,Electronics,Laptops,300,500,1,,0.0,500.0,300,200.0,Debit Card,N
TRX003679,2023-01-01 00:00:00,ST010,Capitol Store,East,Washington,Seattle,C2436,New,PRD10,Designer Blouse,Clothing,Womens,30,80,1,,0.0,80.0,30,50.0,Gift Card,N
TRX025301,2023-01-01 00:00:00,ST002,Midtown Mall,East,New York,New York,C7170,Premium,PRD20,Craft Coffee,Groceries,Beverages,5,15,2,,1.5,28.5,10,18.5,Credit Card,N
TRX093605,2023-01-01 00:00:00,ST001,Downtown Superstore,East,New York,New York,C8720,Premium,PRD06,Smart Watch,Electronics,Accessories,100,250,4,Weekend Special,-150.0,1150.0,400,750.0,Credit Card,N
TRX098888,2023-01-01 00:00:00,ST004,Valley Center,West,California,San Jose,C6743,Premium,PRD10,Designer Blouse,Clothing,Womens,30,80,4,Holiday Sale,64.0,256.0,120,136.0,Debit Card,N
TRX045334,2023-01-01 00:00:00,ST001,Downtown Superstore,East,New York,New York,GUEST,Guest,PRD05,Wireless Earbuds,Electronics,Accessories,30,99,2,,0.0,198.0,60,138.0,Gift Card,N
TRX053880,2023-01-01 00:00:00,ST009,Mountain View,West,Colorado,Denver,C6388,Premium,PRD18,Mixed Nuts,Groceries,Snacks,3,8,1,Clearance,2.8,5.2,3,2.2,Credit Card,N
TRX074557,2023-01-01 00:00:00,ST001,Downtown Superstore,East,New York,New York,C1179,New,PRD16,Planter Set,Home & Garden,Garden,20,50,2,,0.0,100.0,40,60.0,Debit Card,N
TRX045443,2023-01-01 00:00:00,ST004,Valley Center,West,California,San Jose,C2215,Regular,PRD11,Kids Sneakers,Clothing,Kids,10,35,1,Holiday Sale,5.25,29.75,10,19.75,Credit Card,N
TRX020462,2023-01-01 00:00:00,ST004,Valley Center,West,California,San Jose,C8347,Regular,PRD16,Planter Set,Home & Garden,Garden,20,50,1,,0.0,50.0,20,30.0,Debit Card,N
TRX074876,2023-01-01 00:00:00,ST008,Sunshine Mall,South,Florida,Miami,GUEST,Guest,PRD11,Kids Sneakers,Clothing,Kids,10,35,1,Weekend Special,3.5,31.5,10,21.5,Debit Card,N
TRX000180,2023-01-01 00:00:00,ST002,Midtown Mall,East,New York,New York,C2207,Regular,PRD06,Smart Watch,Electronics,Accessories,100,250,2,,0.0,500.0,200,300.0,Debit Card,N
TRX030097,2023-01-01 00:00:00,ST010,Capitol Store,East,Washington,Seattle,C3157,New,PRD08,Jeans,Clothing,Mens,20,60,3,,0.0,180.0,60,120.0,Credit Card,N
TRX025105,2023-01-01 00:00:00,ST009,Mountain View,West,Colorado,Denver,C4676,New,PRD11,Kids Sneakers,Clothing,Kids,10,35,1,,0.0,35.0,10,25.0,Cash,Y
TRX074922,2023-01-01 00:00:00,ST007,Gulf Coast Shop,South,Texas,Austin,C3261,Premium,PRD04,Budget Phone,Electronics,Smartphones,150,299,1,Weekend Special,44.85,254.15,150,104.15,Credit Card,N
TRX008276,2023-01-01 00:00:00,ST007,Gulf Coast Shop,South,Texas,Austin,C5496,New,PRD08,Jeans,Clothing,Mens,20,60,4,,0.0,240.0,80,160.0,Debit Card,Y
TRX064896,2023-01-01 00:00:00,ST006,Southern Outlet,South,Texas,Houston,C6444,New,PRD01,Pro Laptop 15,Electronics,Laptops,800,1200,1,,0.0,1200.0,800,400.0,Mobile App,N
TRX065148,2023-01-01 00:00:00,ST001,Downtown Superstore,East,New York,New York,C1495,New,PRD15,Wall Art,Home & Garden,Decor,25,75,2,BOGO,75.0,75.0,50,25.0,Mobile App,Y
TRX014086,2023-01-01 00:00:00,ST007,Gulf Coast Shop,South,Texas,Austin,C6955,Premium,PRD14,Table Lamp,Home & Garden,Decor,15,40,1,Weekend Special,6.0,34.0,15,19.0,Cash,Y
TRX064944,2023-01-01 00:00:00,ST007,Gulf Coast Shop,South,Texas,Austin,C8478,New,PRD04,Budget Phone,Electronics,Smartphones,150,299,2,,0.0,598.0,300,298.0,Cash,N
TRX083815,2023-01-01 00:00:00,ST010,Capitol Store,East,Washington,Seattle,C8518,New,PRD16,Planter Set,Home & Garden,Garden,20,50,10,,0.0,500.0,200,300.0,Credit Card,N
TRX063571,2023-01-01 00:00:00,ST005,Northern Hub,Midwest,Illinois,Chicago,C9752,Regular,PRD20,Craft Coffee,Groceries,Beverages,5,15,2,,0.0,30.0,10,20.0,Gift Card,N
TRX072914,2023-01-01 00:00:00,ST007,Gulf Coast Shop,South,Texas,Austin,GUEST,Guest,PRD10,Designer Blouse,Clothing,Womens,30,80,1,,0.0,80.0,30,50.0,Credit Card,Y
TRX055388,2023-01-01 00:00:00,ST009,Mountain View,West,Colorado,Denver,C2129,New,PRD07,Cotton T-Shirt,Clothing,Mens,5,20,1,Holiday Sale,3.0,17.0,5,12.0,Debit Card,N
TRX095848,2023-01-01 00:00:00,ST009,Mountain View,West,Colorado,Denver,C2993,Premium,PRD19,Sparkling Water,Groceries,Beverages,1,3,1,Weekend Special,0.45,2.55,1,1.5499999999999998,Debit Card,N
TRX091352,2023-01-01 00:00:00,ST010,Capitol Store,East,Washington,Seattle,C3850,New,PRD05,Wireless Earbuds,Electronics,Accessories,30,99,5,,0.0,495.0,150,345.0,Credit Card,N
TRX038907,2023-01-01 00:00:00,ST004,Valley Center,West,California,San Jose,C4478,New,PRD13,Bookshelf,Home & Garden,Furniture,40,120,2,BOGO,120.0,120.0,80,40.0,Debit Card,N
TRX019626,2023-01-01 00:00:00,ST004,Valley Center,West,California,San Jose,C1483,Regular,PRD12,Office Chair,Home & Garden,Furniture,50,150,1,,0.0,150.0,50,100.0,Cash,N
TRX073240,2023-01-01 00:00:00,ST003,Westside Plaza,West,California,Los Angeles,GUEST,Guest,PRD08,Jeans,Clothing,Mens,20,60,1,,0.0,60.0,20,40.0,Credit Card,N
TRX083488,2023-01-01 00:00:00,ST004,Valley Center,West,California,San Jose,C9852,Regular,PRD13,Bookshelf,Home & Garden,Furniture,40,120,1,,0.0,120.0,40,80.0,Cash,N
TRX035500,2023-01-01 00:00:00,ST004,Valley Center,West,California,San Jose,C8782,New,PRD03,Flagship Phone,Electronics,Smartphones,500,999,1,,0.0,999.0,500,499.0,Credit Card,N
TRX019794,2023-01-01 00:00:00,ST008,Sunshine Mall,South,Florida,Miami,C5325,Regular,PRD15,Wall Art,Home & Garden,Decor,25,75,1,Holiday Sale,11.25,63.75,25,38.75,Debit Card,N
TRX073562,2023-01-01 00:00:00,ST005,Northern Hub,Midwest,Illinois,Chicago,C3406,Regular,PRD07,Cotton T-Shirt,Clothing,Mens,5,20,4,,0.0,80.0,20,60.0,Debit Card,N
TRX044634,2023-01-01 00:00:00,ST005,Northern Hub,Midwest,Illinois,Chicago,C8803,Regular,PRD06,Smart Watch,Electronics,Accessories,100,250,1,,0.0,250.0,100,150.0,Credit Card,N
TRX083232,2023-01-01 00:00:00,ST004,Valley Center,West,California,San Jose,C5730,Regular,PRD13,Bookshelf,Home & Garden,Furniture,40,120,5,,0.0,600.0,200,400.0,Debit Card,N
TRX073901,2023-01-01 00:00:00,ST009,Mountain View,West,Colorado,Denver,C2064,New,PRD13,Bookshelf,Home & Garden,Furniture,40,120,1,,0.0,120.0,40,80.0,Debit Card,N
TRX019942,2023-01-01 00:00:00,ST009,Mountain View,West,Colorado,Denver,C2558,Premium,PRD16,Planter Set,Home & Garden,Garden,20,50,1,,2.5,47.5,20,27.5,Credit Card,N
TRX025413,2023-01-01 00:00:00,ST001,Downtown Superstore,East,New York,New York,C4912,New,PRD09,Summer Dress,Clothing,Womens,15,45,1,,0.0,45.0,15,30.0,Credit Card,Y
TRX070318,2023-01-01 00:00:00,ST005,Northern Hub,Midwest,Illinois,Chicago,C7897,New,PRD11,Kids Sneakers,Clothing,Kids,10,35,5,,0.0,175.0,50,125.0,Cash,N
TRX057997,2023-01-01 00:00:00,ST001,Downtown Superstore,East,New York,New York,C7833,Regular,PRD15,Wall Art,Home & Garden,Decor,25,75,1,,0.0,75.0,25,50.0,Gift Card,Y
TRX042254,2023-01-01 00:00:00,ST004,Valley Center,West,California,San Jose,C1385,New,PRD18,Mixed Nuts,Groceries,Snacks,3,8,2,,0.0,16.0,6,10.0,Debit Card,N
TRX040295,2023-01-01 00:00:00,ST010,Capitol Store,East,Washington,Seattle,C9346,Regular,PRD20,Craft Coffee,Groceries,Beverages,5,15,1,BOGO,7.5,7.5,5,2.5,Cash,N
TRX030632,2023-01-01 00:00:00,ST010,Capitol Store,East,Washington,Seattle,C9678,New,PRD08,Jeans,Clothing,Mens,20,60,1,Weekend Special,6.0,54.0,20,34.0,Debit Card,N
TRX040337,2023-01-01 00:00:00,ST009,Mountain View,West,Colorado,Denver,C4062,Premium,PRD05,Wireless Earbuds,Electronics,Accessories,30,99,1,,4.95,94.05,30,64.05,Debit Card,N
TRX087657,2023-01-01 00:00:00,ST008,Sunshine Mall,South,Florida,Miami,GUEST,Guest,PRD10,Designer Blouse,Clothing,Womens,30,80,1,Holiday Sale,12.0,68.0,30,38.0,Credit Card,N
TRX032714,2023-01-01 00:00:00,ST003,Westside Plaza,West,California,Los Angeles,C3158,Regular,PRD14,Table Lamp,Home & Garden,Decor,15,40,3,,0.0,120.0,45,75.0,Debit Card,N
TRX061512,2023-01-01 00:00:00,ST010,Capitol Store,East,Washington,Seattle,C9852,Regular,PRD11,Kids Sneakers,Clothing,Kids,10,35,1,,0.0,35.0,10,25.0,Debit Card,N
TRX001081,2023-01-01 00:00:00,ST007,Gulf Coast Shop,South,Texas,Austin,C8193,New,PRD08,Jeans,Clothing,Mens,20,60,3,Weekend Special,18.0,162.0,60,102.0,Credit Card,N
TRX065662,2023-01-01 00:00:00,ST008,Sunshine Mall,South,Florida,Miami,C5613,Regular,PRD03,Flagship Phone,Electronics,Smartphones,500,999,1,,0.0,999.0,500,499.0,Debit Card,N
TRX087536,2023-01-01 00:00:00,ST001,Downtown Superstore,East,New York,New York,C1242,Premium,PRD11,Kids Sneakers,Clothing,Kids,10,35,1,,1.75,33.25,10,23.25,Mobile App,Y
TRX067208,2023-01-01 00:00:00,ST005,Northern Hub,Midwest,Illinois,Chicago,C6517,Regular,PRD05,Wireless Earbuds,Electronics,Accessories,30,99,2,Weekend Special,19.8,178.2,60,118.19999999999999,Debit Card,N
TRX061353,2023-01-01 00:00:00,ST010,Capitol Store,East,Washington,Seattle,C1768,New,PRD07,Cotton T-Shirt,Clothing,Mens,5,20,1,,0.0,20.0,5,15.0,Mobile App,N
TRX063045,2023-01-01 00:00:00,ST004,Valley Center,West,California,San Jose,C4447,Premium,PRD18,Mixed Nuts,Groceries,Snacks,3,8,1,,0.4,7.6,3,4.6,Credit Card,N
TRX012635,2023-01-01 00:00:00,ST003,Westside Plaza,West,California,Los Angeles,C3311,New,PRD02,Basic Laptop 13,Electronics,Laptops,300,500,1,,0.0,500.0,300,200.0,Debit Card,N
TRX092010,2023-01-01 00:00:00,ST003,Westside Plaza,West,California,Los Angeles,GUEST,Guest,PRD15,Wall Art,Home & Garden,Decor,25,75,2,Holiday Sale,22.5,127.5,50,77.5,Credit Card,N
TRX035829,2023-01-01 00:00:00,ST001,Downtown Superstore,East,New York,New York,C6051,Regular,PRD17,Organic Chips,Groceries,Snacks,2,5,2,,0.0,10.0,4,6.0,Credit Card,N
TRX038320,2023-01-01 00:00:00,ST006,Southern Outlet,South,Texas,Houston,C4642,Premium,PRD08,Jeans,Clothing,Mens,20,60,1,,3.0,57.0,20,37.0,Cash,N
TRX067532,2023-01-01 00:00:00,ST007,Gulf Coast Shop,South,Texas,Austin,C9123,Regular,PRD10,Designer Blouse,Clothing,Womens,30,80,4,,0.0,320.0,120,200.0,Debit Card,N
TRX061711,2023-01-01 00:00:00,ST003,Westside Plaza,West,California,Los Angeles,C7994,Regular,PRD07,Cotton T-Shirt,Clothing,Mens,5,20,1,,0.0,20.0,5,15.0,Credit Card,N
TRX060822,2023-01-01 00:00:00,ST005,Northern Hub,Midwest,Illinois,Chicago,C7885,New,PRD20,Craft Coffee,Groceries,Beverages,5,15,1,,0.0,15.0,5,10.0,Cash,N
TRX040232,2023-01-01 00:00:00,ST006,Southern Outlet,South,Texas,Houston,C2277,Regular,PRD18,Mixed Nuts,Groceries,Snacks,3,8,1,,0.0,8.0,3,5.0,Debit Card,N
TRX015794,2023-01-01 00:00:00,ST007,Gulf Coast Shop,South,Texas,Austin,C1568,New,PRD13,Bookshelf,Home & Garden,Furniture,40,120,1,Holiday Sale,18.0,102.0,40,62.0,Cash,N
TRX000558,2023-01-01 00:00:00,ST010,Capitol Store,East,Washington,Seattle,C3071,Regular,PRD02,Basic Laptop 13,Electronics,Laptops,300,500,2,,0.0,1000.0,600,400.0,Debit Card,N
TRX039474,2023-01-01 00:00:00,ST006,Southern Outlet,South,Texas,Houston,C2155,Premium,PRD05,Wireless Earbuds,Electronics,Accessories,30,99,1,,4.95,94.05,30,64.05,Cash,N
TRX062761,2023-01-01 00:00:00,ST008,Sunshine Mall,South,Florida,Miami,C7715,Regular,PRD02,Basic Laptop 13,Electronics,Laptops,300,500,3,BOGO,750.0,750.0,900,-150.0,Credit Card,N
TRX062661,2023-01-01 00:00:00,ST009,Mountain View,West,Colorado,Denver,C3262,New,PRD02,Basic Laptop 13,Electronics,Laptops,300,500,1,,0.0,500.0,300,200.0,Cash,Y
TRX035609,2023-01-01 00:00:00,ST003,Westside Plaza,West,California,Los Angeles,C4568,Premium,PRD01,Pro Laptop 15,Electronics,Laptops,800,1200,1,Weekend Special,180.0,1020.0,800,220.0,Credit Card,N
TRX039656,2023-01-01 00:00:00,ST008,Sunshine Mall,South,Florida,Miami,C2926,Regular,PRD17,Organic Chips,Groceries,Snacks,2,5,2,Weekend Special,1.0,9.0,4,5.0,Credit Card,N
TRX015390,2023-01-01 00:00:00,ST009,Mountain View,West,Colorado,Denver,C2021,New,PRD19,Sparkling Water,Groceries,Beverages,1,3,1,,0.0,3.0,1,2.0,Debit Card,N
TRX066186,2023-01-01 00:00:00,ST006,Southern Outlet,South,Texas,Houston,C7357,New,PRD01,Pro Laptop 15,Electronics,Laptops,800,1200,1,,0.0,1200.0,800,400.0,Debit Card,N
TRX066258,2023-01-01 00:00:00,ST004,Valley Center,West,California,San Jose,C3596,New,PRD03,Flagship Phone,Electronics,Smartphones,500,999,1,,0.0,999.0,500,499.0,Gift Card,N
TRX062334,2023-01-01 00:00:00,ST009,Mountain View,West,Colorado,Denver,C8753,New,PRD05,Wireless Earbuds,Electronics,Accessories,30,99,1,,0.0,99.0,30,69.0,Credit Card,N
TRX066302,2023-01-01 00:00:00,ST003,Westside Plaza,West,California,Los Angeles,C4631,New,PRD18,Mixed Nuts,Groceries,Snacks,3,8,1,Clearance,2.4,5.6,3,2.5999999999999996,Credit Card,N
TRX092109,2023-01-01 00:00:00,ST001,Downtown Superstore,East,New York,New York,C9546,New,PRD09,Summer Dress,Clothing,Womens,15,45,1,,0.0,45.0,15,30.0,Credit Card,Y
TRX062160,2023-01-01 00:00:00,ST003,Westside Plaza,West,California,Los Angeles,C9757,Premium,PRD13,Bookshelf,Home & Garden,Furniture,40,120,2,,12.0,228.0,80,148.0,Cash,N
TRX095314,2023-01-01 00:00:00,ST009,Mountain View,West,Colorado,Denver,C2463,Regular,PRD14,Table Lamp,Home & Garden,Decor,15,40,1,Holiday Sale,6.0,34.0,15,19.0,Debit Card,N
TRX015732,2023-01-01 00:00:00,ST001,Downtown Superstore,East,New York,New York,C2589,New,PRD17,Organic Chips,Groceries,Snacks,2,5,3,Holiday Sale,2.25,12.75,6,6.75,Cash,N
TRX032587,2023-01-01 00:00:00,ST003,Westside Plaza,West,California,Los Angeles,UNKNOWN,New,PRD17,Organic Chips,Groceries,Snacks,2,5,2,,0.0,10.0,4,6.0,Gift Card,N
TRX087898,2023-01-01 00:00:00,ST005,Northern Hub,Midwest,Illinois,Chicago,GUEST,Guest,PRD15,Wall Art,Home & Garden,Decor,25,75,2,,0.0,150.0,50,100.0,Debit Card,N
TRX066891,2023-01-01 00:00:00,ST006,Southern Outlet,South,Texas,Houston,C8305,Regular,PRD05,Wireless Earbuds,Electronics,Accessories,30,99,1,BOGO,49.5,49.5,30,19.5,Debit Card,N
TRX012500,2023-01-01 00:00:00,ST004,Valley Center,West,California,San Jose,C7397,New,PRD03,Flagship Phone,Electronics,Smartphones,500,999,1,,0.0,999.0,500,499.0,Credit Card,N
TRX027797,2023-01-01 00:00:00,ST001,Downtown Superstore,East,New York,New York,C8238,New,PRD14,Table Lamp,Home & Garden,Decor,15,40,3,,0.0,120.0,45,75.0,Cash,Y
TRX016432,2023-01-01 00:00:00,ST008,Sunshine Mall,South,Florida,Miami,C3828,New,PRD19,Sparkling Water,Groceries,Beverages,1,3,5,Clearance,4.5,10.5,5,5.5,Debit Card,N
TRX011698,2023-01-01 00:00:00,ST009,Mountain View,West,Colorado,Denver,GUEST,Guest,PRD04,Budget Phone,Electronics,Smartphones,150,299,3,,0.0,897.0,450,447.0,Credit Card,N
TRX059341,2023-01-01 00:00:00,ST009,Mountain View,West,Colorado,Denver,C3570,New,PRD05,Wireless Earbuds,Electronics,Accessories,30,99,3,BOGO,148.5,148.5,90,58.5,Credit Card,Y
TRX089775,2023-01-01 00:00:00,ST010,Capitol Store,East,Washington,Seattle,C8858,Premium,PRD01,Pro Laptop 15,Electronics,Laptops,800,1200,2,,120.0,2280.0,1600,680.0,Debit Card,N
TRX065438,2023-01-01 00:00:00,ST007,Gulf Coast Shop,South,Texas,Austin,GUEST,Guest,PRD04,Budget Phone,Electronics,Smartphones,150,299,4,,0.0,1196.0,600,596.0,Credit Card,N
TRX011486,2023-01-01 00:00:00,ST003,Westside Plaza,West,California,Los Angeles,C7439,Premium,PRD13,Bookshelf,Home & Garden,Furniture,40,120,1,,6.0,114.0,40,74.0,Credit Card,N
TRX027179,2023-01-01 00:00:00,ST006,Southern Outlet,South,Texas,Houston,C6410,Regular,PRD16,Planter Set,Home & Garden,Garden,20,50,1,,0.0,50.0,20,30.0,Mobile App,N
